       Multiple Comparison of Means - Tukey HSD, FWER=0.05       
=================================================================
   group1       group2    meandiff p-adj   lower    upper  reject
-----------------------------------------------------------------
     average     baseline   17.055    0.0  13.5587 20.5513   True
     average  egalitarian    5.628    0.0   2.1317  9.1243   True
     average majoritarian   17.235    0.0  13.7387 20.7313   True
     average      maximin   11.241    0.0   7.7447 14.7373   True
     average     optimist   16.275    0.0  12.7787 19.7713   True
     average  utilitarian   17.555    0.0  14.0587 21.0513   True
     average         veto   13.759    0.0  10.2627 17.2553   True
    baseline  egalitarian  -11.427    0.0 -14.9233 -7.9307   True
    baseline majoritarian     0.18    1.0  -3.3163  3.6763  False
    baseline      maximin   -5.814    0.0  -9.3103 -2.3177   True
    baseline     optimist    -0.78 0.9976  -4.2763  2.7163  False
    baseline  utilitarian      0.5 0.9999  -2.9963  3.9963  False
    baseline         veto   -3.296 0.0815  -6.7923  0.2003  False
 egalitarian majoritarian   11.607    0.0   8.1107 15.1033   True
 egalitarian      maximin    5.613    0.0   2.1167  9.1093   True
 egalitarian     optimist   10.647    0.0   7.1507 14.1433   True
 egalitarian  utilitarian   11.927    0.0   8.4307 15.4233   True
 egalitarian         veto    8.131    0.0   4.6347 11.6273   True
majoritarian      maximin   -5.994    0.0  -9.4903 -2.4977   True
majoritarian     optimist    -0.96 0.9913  -4.4563  2.5363  False
majoritarian  utilitarian     0.32    1.0  -3.1763  3.8163  False
majoritarian         veto   -3.476 0.0526  -6.9723  0.0203  False
     maximin     optimist    5.034 0.0003   1.5377  8.5303   True
     maximin  utilitarian    6.314    0.0   2.8177  9.8103   True
     maximin         veto    2.518 0.3619  -0.9783  6.0143  False
    optimist  utilitarian     1.28 0.9549  -2.2163  4.7763  False
    optimist         veto   -2.516 0.3629  -6.0123  0.9803  False
 utilitarian         veto   -3.796 0.0224  -7.2923 -0.2997   True
-----------------------------------------------------------------
