      Multiple Comparison of Means - Tukey HSD, FWER=0.05      
===============================================================
   group1       group2    meandiff p-adj   lower  upper  reject
---------------------------------------------------------------
     average     baseline   0.0004    1.0 -0.0215 0.0222  False
     average  egalitarian  -0.0113 0.7663 -0.0332 0.0105  False
     average majoritarian   -0.003 0.9999 -0.0248 0.0189  False
     average      maximin   0.0033 0.9998 -0.0185 0.0252  False
     average     optimist   0.0036 0.9997 -0.0183 0.0254  False
     average  utilitarian   0.0056 0.9943 -0.0163 0.0274  False
     average         veto   0.0114 0.7626 -0.0105 0.0332  False
    baseline  egalitarian  -0.0117 0.7335 -0.0336 0.0101  False
    baseline majoritarian  -0.0034 0.9998 -0.0252 0.0185  False
    baseline      maximin   0.0029 0.9999 -0.0189 0.0248  False
    baseline     optimist   0.0032 0.9999 -0.0187  0.025  False
    baseline  utilitarian   0.0052 0.9964 -0.0166 0.0271  False
    baseline         veto    0.011 0.7938 -0.0109 0.0328  False
 egalitarian majoritarian   0.0084 0.9427 -0.0135 0.0302  False
 egalitarian      maximin   0.0147 0.4583 -0.0072 0.0365  False
 egalitarian     optimist   0.0149 0.4346 -0.0069 0.0368  False
 egalitarian  utilitarian   0.0169 0.2666 -0.0049 0.0388  False
 egalitarian         veto   0.0227 0.0347  0.0009 0.0446   True
majoritarian      maximin   0.0063 0.9884 -0.0156 0.0281  False
majoritarian     optimist   0.0065 0.9853 -0.0153 0.0284  False
majoritarian  utilitarian   0.0086 0.9354 -0.0133 0.0304  False
majoritarian         veto   0.0144 0.4873 -0.0075 0.0362  False
     maximin     optimist   0.0003    1.0 -0.0216 0.0221  False
     maximin  utilitarian   0.0023    1.0 -0.0196 0.0241  False
     maximin         veto   0.0081 0.9529 -0.0138 0.0299  False
    optimist  utilitarian    0.002    1.0 -0.0198 0.0239  False
    optimist         veto   0.0078 0.9604  -0.014 0.0297  False
 utilitarian         veto   0.0058  0.993 -0.0161 0.0276  False
---------------------------------------------------------------
