          Multiple Comparison of Means - Tukey HSD, FWER=0.05          
=======================================================================
   group1       group2     meandiff p-adj    lower      upper    reject
-----------------------------------------------------------------------
     average     baseline  -819.133    0.0 -1239.4613  -398.8047   True
     average  egalitarian  1004.805    0.0   584.4767  1425.1333   True
     average majoritarian  1089.271    0.0   668.9427  1509.5993   True
     average      maximin  1366.282    0.0   945.9537  1786.6103   True
     average     optimist   493.944 0.0088    73.6157   914.2723   True
     average  utilitarian   2197.95    0.0  1777.6217  2618.2783   True
     average         veto   287.303 0.4332  -133.0253   707.6313  False
    baseline  egalitarian  1823.938    0.0  1403.6097  2244.2663   True
    baseline majoritarian  1908.404    0.0  1488.0757  2328.7323   True
    baseline      maximin  2185.415    0.0  1765.0867  2605.7433   True
    baseline     optimist  1313.077    0.0   892.7487  1733.4053   True
    baseline  utilitarian  3017.083    0.0  2596.7547  3437.4113   True
    baseline         veto  1106.436    0.0   686.1077  1526.7643   True
 egalitarian majoritarian    84.466 0.9988  -335.8623   504.7943  False
 egalitarian      maximin   361.477 0.1533   -58.8513   781.8053  False
 egalitarian     optimist  -510.861 0.0056  -931.1893   -90.5327   True
 egalitarian  utilitarian  1193.145    0.0   772.8167  1613.4733   True
 egalitarian         veto  -717.502    0.0 -1137.8303  -297.1737   True
majoritarian      maximin   277.011 0.4832  -143.3173   697.3393  False
majoritarian     optimist  -595.327 0.0005 -1015.6553  -174.9987   True
majoritarian  utilitarian  1108.679    0.0   688.3507  1529.0073   True
majoritarian         veto  -801.968    0.0 -1222.2963  -381.6397   True
     maximin     optimist  -872.338    0.0 -1292.6663  -452.0097   True
     maximin  utilitarian   831.668    0.0   411.3397  1251.9963   True
     maximin         veto -1078.979    0.0 -1499.3073  -658.6507   True
    optimist  utilitarian  1704.006    0.0  1283.6777  2124.3343   True
    optimist         veto  -206.641 0.8129  -626.9693   213.6873  False
 utilitarian         veto -1910.647    0.0 -2330.9753 -1490.3187   True
-----------------------------------------------------------------------
