       Multiple Comparison of Means - Tukey HSD, FWER=0.05       
=================================================================
   group1       group2    meandiff p-adj   lower    upper  reject
-----------------------------------------------------------------
     average     baseline   10.755    0.0   4.8499 16.6601   True
     average  egalitarian   24.405    0.0  18.4999 30.3101   True
     average majoritarian   18.621    0.0  12.7159 24.5261   True
     average      maximin   16.557    0.0  10.6519 22.4621   True
     average     optimist   22.648    0.0  16.7429 28.5531   True
     average  utilitarian   17.396    0.0  11.4909 23.3011   True
     average         veto    15.54    0.0   9.6349 21.4451   True
    baseline  egalitarian    13.65    0.0   7.7449 19.5551   True
    baseline majoritarian    7.866 0.0014   1.9609 13.7711   True
    baseline      maximin    5.802 0.0583  -0.1031 11.7071  False
    baseline     optimist   11.893    0.0   5.9879 17.7981   True
    baseline  utilitarian    6.641 0.0151   0.7359 12.5461   True
    baseline         veto    4.785 0.2145  -1.1201 10.6901  False
 egalitarian majoritarian   -5.784 0.0598 -11.6891  0.1211  False
 egalitarian      maximin   -7.848 0.0015 -13.7531 -1.9429   True
 egalitarian     optimist   -1.757  0.986  -7.6621  4.1481  False
 egalitarian  utilitarian   -7.009 0.0078 -12.9141 -1.1039   True
 egalitarian         veto   -8.865 0.0001 -14.7701 -2.9599   True
majoritarian      maximin   -2.064 0.9649  -7.9691  3.8411  False
majoritarian     optimist    4.027 0.4363  -1.8781  9.9321  False
majoritarian  utilitarian   -1.225 0.9985  -7.1301  4.6801  False
majoritarian         veto   -3.081 0.7615  -8.9861  2.8241  False
     maximin     optimist    6.091 0.0376   0.1859 11.9961   True
     maximin  utilitarian    0.839 0.9999  -5.0661  6.7441  False
     maximin         veto   -1.017 0.9996  -6.9221  4.8881  False
    optimist  utilitarian   -5.252 0.1237 -11.1571  0.6531  False
    optimist         veto   -7.108 0.0064 -13.0131 -1.2029   True
 utilitarian         veto   -1.856 0.9807  -7.7611  4.0491  False
-----------------------------------------------------------------
