        Multiple Comparison of Means - Tukey HSD, FWER=0.05         
====================================================================
   group1       group2     meandiff p-adj    lower    upper   reject
--------------------------------------------------------------------
     average     baseline   13.6592    1.0 -206.4084 233.7269  False
     average  egalitarian   402.911    0.0  182.8434 622.9786   True
     average majoritarian  261.3358 0.0077   41.2681 481.4034   True
     average      maximin  490.3787    0.0  270.3111 710.4464   True
     average     optimist  344.5213 0.0001  124.4536 564.5889   True
     average  utilitarian  252.3873  0.012   32.3196 472.4549   True
     average         veto  219.6575 0.0508   -0.4101 439.7251  False
    baseline  egalitarian  389.2518    0.0  169.1841 609.3194   True
    baseline majoritarian  247.6765  0.015   27.6089 467.7441   True
    baseline      maximin  476.7195    0.0  256.6519 696.7871   True
    baseline     optimist   330.862 0.0001  110.7944 550.9296   True
    baseline  utilitarian   238.728 0.0226   18.6604 458.7956   True
    baseline         veto  205.9983  0.086  -14.0694 426.0659  False
 egalitarian majoritarian -141.5752 0.5162 -361.6429  78.4924  False
 egalitarian      maximin   87.4677 0.9308 -132.5999 307.5354  False
 egalitarian     optimist  -58.3897 0.9929 -278.4574 161.6779  False
 egalitarian  utilitarian -150.5237 0.4324 -370.5914  69.5439  False
 egalitarian         veto -183.2535 0.1852 -403.3211  36.8141  False
majoritarian      maximin   229.043 0.0345    8.9754 449.1106   True
majoritarian     optimist   83.1855 0.9466 -136.8821 303.2531  False
majoritarian  utilitarian   -8.9485    1.0 -229.0161 211.1191  False
majoritarian         veto  -41.6782 0.9992 -261.7459 178.3894  False
     maximin     optimist -145.8575 0.4757 -365.9251  74.2101  False
     maximin  utilitarian -237.9915 0.0233 -458.0591 -17.9239   True
     maximin         veto -270.7212 0.0048 -490.7889 -50.6536   True
    optimist  utilitarian   -92.134 0.9103 -312.2016 127.9336  False
    optimist         veto -124.8637 0.6743 -344.9314  95.2039  False
 utilitarian         veto  -32.7297 0.9998 -252.7974 187.3379  False
--------------------------------------------------------------------
