       Multiple Comparison of Means - Tukey HSD, FWER=0.05        
==================================================================
   group1       group2    meandiff p-adj   lower    upper   reject
------------------------------------------------------------------
     average     baseline   10.399    0.0   6.9859  13.8121   True
     average  egalitarian    8.514    0.0   5.1009  11.9271   True
     average majoritarian    3.365 0.0566  -0.0481   6.7781  False
     average      maximin     9.23    0.0   5.8169  12.6431   True
     average     optimist   10.485    0.0   7.0719  13.8981   True
     average  utilitarian   -5.098 0.0002  -8.5111  -1.6849   True
     average         veto    6.905    0.0   3.4919  10.3181   True
    baseline  egalitarian   -1.885  0.704  -5.2981   1.5281  False
    baseline majoritarian   -7.034    0.0 -10.4471  -3.6209   True
    baseline      maximin   -1.169 0.9686  -4.5821   2.2441  False
    baseline     optimist    0.086    1.0  -3.3271   3.4991  False
    baseline  utilitarian  -15.497    0.0 -18.9101 -12.0839   True
    baseline         veto   -3.494 0.0404  -6.9071  -0.0809   True
 egalitarian majoritarian   -5.149 0.0001  -8.5621  -1.7359   True
 egalitarian      maximin    0.716 0.9984  -2.6971   4.1291  False
 egalitarian     optimist    1.971 0.6536  -1.4421   5.3841  False
 egalitarian  utilitarian  -13.612    0.0 -17.0251 -10.1989   True
 egalitarian         veto   -1.609 0.8439  -5.0221   1.8041  False
majoritarian      maximin    5.865    0.0   2.4519   9.2781   True
majoritarian     optimist     7.12    0.0   3.7069  10.5331   True
majoritarian  utilitarian   -8.463    0.0 -11.8761  -5.0499   True
majoritarian         veto     3.54 0.0357   0.1269   6.9531   True
     maximin     optimist    1.255 0.9538  -2.1581   4.6681  False
     maximin  utilitarian  -14.328    0.0 -17.7411 -10.9149   True
     maximin         veto   -2.325 0.4378  -5.7381   1.0881  False
    optimist  utilitarian  -15.583    0.0 -18.9961 -12.1699   True
    optimist         veto    -3.58 0.0319  -6.9931  -0.1669   True
 utilitarian         veto   12.003    0.0   8.5899  15.4161   True
------------------------------------------------------------------
