         Multiple Comparison of Means - Tukey HSD, FWER=0.05          
======================================================================
   group1       group2     meandiff p-adj    lower      upper   reject
----------------------------------------------------------------------
     average     baseline    54.637    1.0  -527.4813  636.7553  False
     average  egalitarian  1611.644    0.0  1029.5257 2193.7623   True
     average majoritarian  1045.343    0.0   463.2247 1627.4613   True
     average      maximin  1961.515    0.0  1379.3967 2543.6333   True
     average     optimist  1378.085    0.0   795.9667 1960.2033   True
     average  utilitarian  1009.549    0.0   427.4307 1591.6673   True
     average         veto    878.63 0.0001   296.5117 1460.7483   True
    baseline  egalitarian  1557.007    0.0   974.8887 2139.1253   True
    baseline majoritarian   990.706    0.0   408.5877 1572.8243   True
    baseline      maximin  1906.878    0.0  1324.7597 2488.9963   True
    baseline     optimist  1323.448    0.0   741.3297 1905.5663   True
    baseline  utilitarian   954.912    0.0   372.7937 1537.0303   True
    baseline         veto   823.993 0.0005   241.8747 1406.1113   True
 egalitarian majoritarian  -566.301 0.0634 -1148.4193   15.8173  False
 egalitarian      maximin   349.871 0.6049  -232.2473  931.9893  False
 egalitarian     optimist  -233.559 0.9273  -815.6773  348.5593  False
 egalitarian  utilitarian  -602.095 0.0366 -1184.2133  -19.9767   True
 egalitarian         veto  -733.014 0.0034 -1315.1323 -150.8957   True
majoritarian      maximin   916.172 0.0001   334.0537 1498.2903   True
majoritarian     optimist   332.742 0.6656  -249.3763  914.8603  False
majoritarian  utilitarian   -35.794    1.0  -617.9123  546.3243  False
majoritarian         veto  -166.713 0.9888  -748.8313  415.4053  False
     maximin     optimist   -583.43  0.049 -1165.5483   -1.3117   True
     maximin  utilitarian  -951.966    0.0 -1534.0843 -369.8477   True
     maximin         veto -1082.885    0.0 -1665.0033 -500.7667   True
    optimist  utilitarian  -368.536 0.5375  -950.6543  213.5823  False
    optimist         veto  -499.455 0.1555 -1081.5733   82.6633  False
 utilitarian         veto  -130.919 0.9975  -713.0373  451.1993  False
----------------------------------------------------------------------
