       Multiple Comparison of Means - Tukey HSD, FWER=0.05       
=================================================================
   group1       group2    meandiff p-adj   lower    upper  reject
-----------------------------------------------------------------
     average     baseline  12.4453    0.0   9.9138 14.9767   True
     average  egalitarian   4.0082    0.0   1.4768  6.5397   True
     average majoritarian   4.5667    0.0   2.0353  7.0982   True
     average      maximin  12.3218    0.0   9.7903 14.8532   True
     average     optimist    8.349    0.0   5.8175 10.8805   True
     average  utilitarian  13.2472    0.0  10.7158 15.7787   True
     average         veto  11.7175    0.0    9.186  14.249   True
    baseline  egalitarian   -8.437    0.0 -10.9685 -5.9055   True
    baseline majoritarian  -7.8785    0.0   -10.41  -5.347   True
    baseline      maximin  -0.1235    1.0   -2.655   2.408  False
    baseline     optimist  -4.0963    0.0  -6.6277 -1.5648   True
    baseline  utilitarian    0.802 0.9798  -1.7295  3.3335  False
    baseline         veto  -0.7278 0.9886  -3.2592  1.8037  False
 egalitarian majoritarian   0.5585 0.9978   -1.973    3.09  False
 egalitarian      maximin   8.3135    0.0    5.782  10.845   True
 egalitarian     optimist   4.3407    0.0   1.8093  6.8722   True
 egalitarian  utilitarian    9.239    0.0   6.7075 11.7705   True
 egalitarian         veto   7.7093    0.0   5.1778 10.2407   True
majoritarian      maximin    7.755    0.0   5.2235 10.2865   True
majoritarian     optimist   3.7822 0.0002   1.2508  6.3137   True
majoritarian  utilitarian   8.6805    0.0    6.149  11.212   True
majoritarian         veto   7.1508    0.0   4.6193  9.6822   True
     maximin     optimist  -3.9728 0.0001  -6.5042 -1.4413   True
     maximin  utilitarian   0.9255 0.9553   -1.606   3.457  False
     maximin         veto  -0.6043 0.9963  -3.1357  1.9272  False
    optimist  utilitarian   4.8983    0.0   2.3668  7.4297   True
    optimist         veto   3.3685 0.0014    0.837     5.9   True
 utilitarian         veto  -1.5298 0.5983  -4.0612  1.0017  False
-----------------------------------------------------------------
