       Multiple Comparison of Means - Tukey HSD, FWER=0.05       
=================================================================
   group1       group2    meandiff p-adj   lower    upper  reject
-----------------------------------------------------------------
     average     baseline   -8.818    0.0 -12.1272 -5.5088   True
     average  egalitarian    2.376  0.366  -0.9332  5.6852  False
     average majoritarian    2.316 0.4007  -0.9932  5.6252  False
     average      maximin   -7.154    0.0 -10.4632 -3.8448   True
     average     optimist    2.522 0.2878  -0.7872  5.8312  False
     average  utilitarian   -6.642    0.0  -9.9512 -3.3328   True
     average         veto  -10.167    0.0 -13.4762 -6.8578   True
    baseline  egalitarian   11.194    0.0   7.8848 14.5032   True
    baseline majoritarian   11.134    0.0   7.8248 14.4432   True
    baseline      maximin    1.664 0.7944  -1.6452  4.9732  False
    baseline     optimist    11.34    0.0   8.0308 14.6492   True
    baseline  utilitarian    2.176 0.4863  -1.1332  5.4852  False
    baseline         veto   -1.349 0.9213  -4.6582  1.9602  False
 egalitarian majoritarian    -0.06    1.0  -3.3692  3.2492  False
 egalitarian      maximin    -9.53    0.0 -12.8392 -6.2208   True
 egalitarian     optimist    0.146    1.0  -3.1632  3.4552  False
 egalitarian  utilitarian   -9.018    0.0 -12.3272 -5.7088   True
 egalitarian         veto  -12.543    0.0 -15.8522 -9.2338   True
majoritarian      maximin    -9.47    0.0 -12.7792 -6.1608   True
majoritarian     optimist    0.206    1.0  -3.1032  3.5152  False
majoritarian  utilitarian   -8.958    0.0 -12.2672 -5.6488   True
majoritarian         veto  -12.483    0.0 -15.7922 -9.1738   True
     maximin     optimist    9.676    0.0   6.3668 12.9852   True
     maximin  utilitarian    0.512 0.9998  -2.7972  3.8212  False
     maximin         veto   -3.013 0.1053  -6.3222  0.2962  False
    optimist  utilitarian   -9.164    0.0 -12.4732 -5.8548   True
    optimist         veto  -12.689    0.0 -15.9982 -9.3798   True
 utilitarian         veto   -3.525 0.0273  -6.8342 -0.2158   True
-----------------------------------------------------------------
