      Multiple Comparison of Means - Tukey HSD, FWER=0.05      
===============================================================
   group1       group2    meandiff p-adj   lower  upper  reject
---------------------------------------------------------------
     average     baseline    0.274 0.1611 -0.0472 0.5952  False
     average  egalitarian   -0.047 0.9998 -0.3682 0.2742  False
     average majoritarian    0.332 0.0369  0.0108 0.6532   True
     average      maximin    0.044 0.9999 -0.2772 0.3652  False
     average     optimist    0.254 0.2427 -0.0672 0.5752  False
     average  utilitarian    0.051 0.9997 -0.2702 0.3722  False
     average         veto    0.783    0.0  0.4618 1.1042   True
    baseline  egalitarian   -0.321 0.0503 -0.6422 0.0002  False
    baseline majoritarian    0.058 0.9994 -0.2632 0.3792  False
    baseline      maximin    -0.23 0.3697 -0.5512 0.0912  False
    baseline     optimist    -0.02    1.0 -0.3412 0.3012  False
    baseline  utilitarian   -0.223 0.4119 -0.5442 0.0982  False
    baseline         veto    0.509    0.0  0.1878 0.8302   True
 egalitarian majoritarian    0.379 0.0084  0.0578 0.7002   True
 egalitarian      maximin    0.091 0.9895 -0.2302 0.4122  False
 egalitarian     optimist    0.301 0.0853 -0.0202 0.6222  False
 egalitarian  utilitarian    0.098 0.9837 -0.2232 0.4192  False
 egalitarian         veto     0.83    0.0  0.5088 1.1512   True
majoritarian      maximin   -0.288 0.1172 -0.6092 0.0332  False
majoritarian     optimist   -0.078 0.9959 -0.3992 0.2432  False
majoritarian  utilitarian   -0.281 0.1378 -0.6022 0.0402  False
majoritarian         veto    0.451 0.0006  0.1298 0.7722   True
     maximin     optimist     0.21 0.4942 -0.1112 0.5312  False
     maximin  utilitarian    0.007    1.0 -0.3142 0.3282  False
     maximin         veto    0.739    0.0  0.4178 1.0602   True
    optimist  utilitarian   -0.203 0.5399 -0.5242 0.1182  False
    optimist         veto    0.529    0.0  0.2078 0.8502   True
 utilitarian         veto    0.732    0.0  0.4108 1.0532   True
---------------------------------------------------------------
