       Multiple Comparison of Means - Tukey HSD, FWER=0.05        
==================================================================
   group1       group2    meandiff p-adj   lower    upper   reject
------------------------------------------------------------------
     average     baseline   18.054    0.0  14.7797  21.3283   True
     average  egalitarian   13.093    0.0   9.8187  16.3673   True
     average majoritarian    7.359    0.0   4.0847  10.6333   True
     average      maximin   10.573    0.0   7.2987  13.8473   True
     average     optimist   14.013    0.0  10.7387  17.2873   True
     average  utilitarian   -2.404 0.3361  -5.6783   0.8703  False
     average         veto   15.161    0.0  11.8867  18.4353   True
    baseline  egalitarian   -4.961 0.0001  -8.2353  -1.6867   True
    baseline majoritarian  -10.695    0.0 -13.9693  -7.4207   True
    baseline      maximin   -7.481    0.0 -10.7553  -4.2067   True
    baseline     optimist   -4.041 0.0046  -7.3153  -0.7667   True
    baseline  utilitarian  -20.458    0.0 -23.7323 -17.1837   True
    baseline         veto   -2.893 0.1292  -6.1673   0.3813  False
 egalitarian majoritarian   -5.734    0.0  -9.0083  -2.4597   True
 egalitarian      maximin    -2.52 0.2755  -5.7943   0.7543  False
 egalitarian     optimist     0.92   0.99  -2.3543   4.1943  False
 egalitarian  utilitarian  -15.497    0.0 -18.7713 -12.2227   True
 egalitarian         veto    2.068 0.5406  -1.2063   5.3423  False
majoritarian      maximin    3.214 0.0588  -0.0603   6.4883  False
majoritarian     optimist    6.654    0.0   3.3797   9.9283   True
majoritarian  utilitarian   -9.763    0.0 -13.0373  -6.4887   True
majoritarian         veto    7.802    0.0   4.5277  11.0763   True
     maximin     optimist     3.44 0.0314   0.1657   6.7143   True
     maximin  utilitarian  -12.977    0.0 -16.2513  -9.7027   True
     maximin         veto    4.588 0.0006   1.3137   7.8623   True
    optimist  utilitarian  -16.417    0.0 -19.6913 -13.1427   True
    optimist         veto    1.148 0.9643  -2.1263   4.4223  False
 utilitarian         veto   17.565    0.0  14.2907  20.8393   True
------------------------------------------------------------------
