          Multiple Comparison of Means - Tukey HSD, FWER=0.01          
=======================================================================
   group1       group2     meandiff p-adj    lower      upper    reject
-----------------------------------------------------------------------
     average     baseline  -137.251 0.9269  -534.7912   260.2892  False
     average  egalitarian  2660.652    0.0  2263.1118  3058.1922   True
     average majoritarian  -906.796    0.0 -1304.3362  -509.2558   True
     average      maximin   562.244    0.0   164.7038   959.7842   True
     average     optimist  2048.576    0.0  1651.0358  2446.1162   True
     average  utilitarian  -1571.61    0.0 -1969.1502 -1174.0698   True
     average         veto   274.614 0.2236  -122.9262   672.1542  False
    baseline  egalitarian  2797.903    0.0  2400.3628  3195.4432   True
    baseline majoritarian  -769.545    0.0 -1167.0852  -372.0048   True
    baseline      maximin   699.495    0.0   301.9548  1097.0352   True
    baseline     optimist  2185.827    0.0  1788.2868  2583.3672   True
    baseline  utilitarian -1434.359    0.0 -1831.8992 -1036.8188   True
    baseline         veto   411.865 0.0063    14.3248   809.4052   True
 egalitarian majoritarian -3567.448    0.0 -3964.9882 -3169.9078   True
 egalitarian      maximin -2098.408    0.0 -2495.9482 -1700.8678   True
 egalitarian     optimist  -612.076    0.0 -1009.6162  -214.5358   True
 egalitarian  utilitarian -4232.262    0.0 -4629.8022 -3834.7218   True
 egalitarian         veto -2386.038    0.0 -2783.5782 -1988.4978   True
majoritarian      maximin   1469.04    0.0  1071.4998  1866.5802   True
majoritarian     optimist  2955.372    0.0  2557.8318  3352.9122   True
majoritarian  utilitarian  -664.814    0.0 -1062.3542  -267.2738   True
majoritarian         veto   1181.41    0.0   783.8698  1578.9502   True
     maximin     optimist  1486.332    0.0  1088.7918  1883.8722   True
     maximin  utilitarian -2133.854    0.0 -2531.3942 -1736.3138   True
     maximin         veto   -287.63 0.1739  -685.1702   109.9102  False
    optimist  utilitarian -3620.186    0.0 -4017.7262 -3222.6458   True
    optimist         veto -1773.962    0.0 -2171.5022 -1376.4218   True
 utilitarian         veto  1846.224    0.0  1448.6838  2243.7642   True
-----------------------------------------------------------------------
