          Multiple Comparison of Means - Tukey HSD, FWER=0.01          
=======================================================================
   group1       group2     meandiff  p-adj    lower      upper   reject
-----------------------------------------------------------------------
     average     baseline  -386.0648    0.0  -570.5407 -201.5888   True
     average  egalitarian    431.718    0.0    247.242   616.194   True
     average majoritarian  -702.9625    0.0  -887.4385 -518.4865   True
     average      maximin   141.7635 0.1193   -42.7125  326.2395  False
     average     optimist    58.2977 0.9538  -126.1782  242.7737  False
     average  utilitarian  -660.6555    0.0  -845.1315 -476.1795   True
     average         veto  -146.8788 0.0929  -331.3547   37.5972  False
    baseline  egalitarian   817.7828    0.0   633.3068 1002.2587   True
    baseline majoritarian  -316.8977    0.0  -501.3737 -132.4218   True
    baseline      maximin   527.8283    0.0   343.3523  712.3042   True
    baseline     optimist   444.3625    0.0   259.8865  628.8385   True
    baseline  utilitarian  -274.5907    0.0  -459.0667  -90.1148   True
    baseline         veto    239.186 0.0001      54.71   423.662   True
 egalitarian majoritarian -1134.6805    0.0 -1319.1565 -950.2045   True
 egalitarian      maximin  -289.9545    0.0  -474.4305 -105.4785   True
 egalitarian     optimist  -373.4203    0.0  -557.8962 -188.9443   True
 egalitarian  utilitarian -1092.3735    0.0 -1276.8495 -907.8975   True
 egalitarian         veto  -578.5968    0.0  -763.0727 -394.1208   True
majoritarian      maximin    844.726    0.0     660.25  1029.202   True
majoritarian     optimist   761.2602    0.0   576.7843  945.7362   True
majoritarian  utilitarian     42.307 0.9927   -142.169   226.783  False
majoritarian         veto   556.0837    0.0   371.6078  740.5597   True
     maximin     optimist   -83.4658 0.7529  -267.9417  101.0102  False
     maximin  utilitarian   -802.419    0.0   -986.895  -617.943   True
     maximin         veto  -288.6423    0.0  -473.1182 -104.1663   True
    optimist  utilitarian  -718.9532    0.0  -903.4292 -534.4773   True
    optimist         veto  -205.1765 0.0022  -389.6525  -20.7005   True
 utilitarian         veto   513.7767    0.0   329.3008  698.2527   True
-----------------------------------------------------------------------
