       Multiple Comparison of Means - Tukey HSD, FWER=0.01        
==================================================================
   group1       group2    meandiff p-adj   lower    upper   reject
------------------------------------------------------------------
     average     baseline -11.7623    0.0 -18.0899  -5.4346   True
     average  egalitarian  -6.2998 0.0106 -12.6274   0.0279  False
     average majoritarian  -23.474    0.0 -29.8016 -17.1464   True
     average      maximin  -0.6493    1.0  -6.9769   5.6784  False
     average     optimist -14.1935    0.0 -20.5211  -7.8659   True
     average  utilitarian  -12.021    0.0 -18.3486  -5.6934   True
     average         veto   -3.843 0.3874 -10.1706   2.4846  False
    baseline  egalitarian   5.4625  0.048  -0.8651  11.7901  False
    baseline majoritarian -11.7117    0.0 -18.0394  -5.3841   True
    baseline      maximin   11.113    0.0   4.7854  17.4406   True
    baseline     optimist  -2.4312 0.8772  -8.7589   3.8964  False
    baseline  utilitarian  -0.2587    1.0  -6.5864   6.0689  False
    baseline         veto   7.9193 0.0003   1.5916  14.2469   True
 egalitarian majoritarian -17.1742    0.0 -23.5019 -10.8466   True
 egalitarian      maximin   5.6505  0.035  -0.6771  11.9781  False
 egalitarian     optimist  -7.8937 0.0003 -14.2214  -1.5661   True
 egalitarian  utilitarian  -5.7212  0.031 -12.0489   0.6064  False
 egalitarian         veto   2.4567 0.8711  -3.8709   8.7844  False
majoritarian      maximin  22.8247    0.0  16.4971  29.1524   True
majoritarian     optimist   9.2805    0.0   2.9529  15.6081   True
majoritarian  utilitarian   11.453    0.0   5.1254  17.7806   True
majoritarian         veto   19.631    0.0  13.3034  25.9586   True
     maximin     optimist -13.5442    0.0 -19.8719  -7.2166   True
     maximin  utilitarian -11.3717    0.0 -17.6994  -5.0441   True
     maximin         veto  -3.1937 0.6334  -9.5214   3.1339  False
    optimist  utilitarian   2.1725 0.9289  -4.1551   8.5001  False
    optimist         veto  10.3505    0.0   4.0229  16.6781   True
 utilitarian         veto    8.178 0.0001   1.8504  14.5056   True
------------------------------------------------------------------
