       Multiple Comparison of Means - Tukey HSD, FWER=0.05        
==================================================================
   group1       group2    meandiff p-adj   lower    upper   reject
------------------------------------------------------------------
     average     baseline  -32.187 0.0487 -64.2825  -0.0915   True
     average  egalitarian  -28.377 0.1286 -60.4725   3.7185  False
     average majoritarian   14.962 0.8515 -17.1335  47.0575  False
     average      maximin  -26.119 0.2097 -58.2145   5.9765  False
     average     optimist  -49.349 0.0001 -81.4445 -17.2535   True
     average  utilitarian   36.533 0.0131   4.4375  68.6285   True
     average         veto    69.51    0.0  37.4145 101.6055   True
    baseline  egalitarian     3.81    1.0 -28.2855  35.9055  False
    baseline majoritarian   47.149 0.0002  15.0535  79.2445   True
    baseline      maximin    6.068 0.9992 -26.0275  38.1635  False
    baseline     optimist  -17.162 0.7376 -49.2575  14.9335  False
    baseline  utilitarian    68.72    0.0  36.6245 100.8155   True
    baseline         veto  101.697    0.0  69.6015 133.7925   True
 egalitarian majoritarian   43.339 0.0011  11.2435  75.4345   True
 egalitarian      maximin    2.258    1.0 -29.8375  34.3535  False
 egalitarian     optimist  -20.972 0.4949 -53.0675  11.1235  False
 egalitarian  utilitarian    64.91    0.0  32.8145  97.0055   True
 egalitarian         veto   97.887    0.0  65.7915 129.9825   True
majoritarian      maximin  -41.081 0.0027 -73.1765  -8.9855   True
majoritarian     optimist  -64.311    0.0 -96.4065 -32.2155   True
majoritarian  utilitarian   21.571 0.4563 -10.5245  53.6665  False
majoritarian         veto   54.548    0.0  22.4525  86.6435   True
     maximin     optimist   -23.23 0.3552 -55.3255   8.8655  False
     maximin  utilitarian   62.652    0.0  30.5565  94.7475   True
     maximin         veto   95.629    0.0  63.5335 127.7245   True
    optimist  utilitarian   85.882    0.0  53.7865 117.9775   True
    optimist         veto  118.859    0.0  86.7635 150.9545   True
 utilitarian         veto   32.977  0.039   0.8815  65.0725   True
------------------------------------------------------------------
