       Multiple Comparison of Means - Tukey HSD, FWER=0.01        
==================================================================
   group1       group2    meandiff p-adj   lower    upper   reject
------------------------------------------------------------------
     average     baseline     5.02 0.1887  -2.0195  12.0595  False
     average  egalitarian    22.76    0.0  15.7205  29.7995   True
     average majoritarian     0.57    1.0  -6.4695   7.6095  False
     average      maximin   11.804    0.0   4.7645  18.8435   True
     average     optimist    16.01    0.0   8.9705  23.0495   True
     average  utilitarian  -13.137    0.0 -20.1765  -6.0975   True
     average         veto   15.324    0.0   8.2845  22.3635   True
    baseline  egalitarian    17.74    0.0  10.7005  24.7795   True
    baseline majoritarian    -4.45 0.3336 -11.4895   2.5895  False
    baseline      maximin    6.784 0.0156  -0.2555  13.8235  False
    baseline     optimist    10.99    0.0   3.9505  18.0295   True
    baseline  utilitarian  -18.157    0.0 -25.1965 -11.1175   True
    baseline         veto   10.304    0.0   3.2645  17.3435   True
 egalitarian majoritarian   -22.19    0.0 -29.2295 -15.1505   True
 egalitarian      maximin  -10.956    0.0 -17.9955  -3.9165   True
 egalitarian     optimist    -6.75 0.0165 -13.7895   0.2895  False
 egalitarian  utilitarian  -35.897    0.0 -42.9365 -28.8575   True
 egalitarian         veto   -7.436 0.0048 -14.4755  -0.3965   True
majoritarian      maximin   11.234    0.0   4.1945  18.2735   True
majoritarian     optimist    15.44    0.0   8.4005  22.4795   True
majoritarian  utilitarian  -13.707    0.0 -20.7465  -6.6675   True
majoritarian         veto   14.754    0.0   7.7145  21.7935   True
     maximin     optimist    4.206 0.4098  -2.8335  11.2455  False
     maximin  utilitarian  -24.941    0.0 -31.9805 -17.9015   True
     maximin         veto     3.52 0.6446  -3.5195  10.5595  False
    optimist  utilitarian  -29.147    0.0 -36.1865 -22.1075   True
    optimist         veto   -0.686    1.0  -7.7255   6.3535  False
 utilitarian         veto   28.461    0.0  21.4215  35.5005   True
------------------------------------------------------------------
