          Multiple Comparison of Means - Tukey HSD, FWER=0.05          
=======================================================================
   group1       group2     meandiff p-adj    lower      upper    reject
-----------------------------------------------------------------------
     average     baseline  4832.513    0.0  4017.3588  5647.6672   True
     average  egalitarian  2416.244    0.0  1601.0898  3231.3982   True
     average majoritarian  1878.237    0.0  1063.0828  2693.3912   True
     average      maximin   5192.88    0.0  4377.7258  6008.0342   True
     average     optimist  3089.269    0.0  2274.1148  3904.4232   True
     average  utilitarian  6236.035    0.0  5420.8808  7051.1892   True
     average         veto  5091.983    0.0  4276.8288  5907.1372   True
    baseline  egalitarian -2416.269    0.0 -3231.4232 -1601.1148   True
    baseline majoritarian -2954.276    0.0 -3769.4302 -2139.1218   True
    baseline      maximin   360.367 0.8835  -454.7872  1175.5212  False
    baseline     optimist -1743.244    0.0 -2558.3982  -928.0898   True
    baseline  utilitarian  1403.522    0.0   588.3678  2218.6762   True
    baseline         veto    259.47 0.9792  -555.6842  1074.6242  False
 egalitarian majoritarian  -538.007 0.4812 -1353.1612   277.1472  False
 egalitarian      maximin  2776.636    0.0  1961.4818  3591.7902   True
 egalitarian     optimist   673.025 0.1941  -142.1292  1488.1792  False
 egalitarian  utilitarian  3819.791    0.0  3004.6368  4634.9452   True
 egalitarian         veto  2675.739    0.0  1860.5848  3490.8932   True
majoritarian      maximin  3314.643    0.0  2499.4888  4129.7972   True
majoritarian     optimist  1211.032 0.0002   395.8778  2026.1862   True
majoritarian  utilitarian  4357.798    0.0  3542.6438  5172.9522   True
majoritarian         veto  3213.746    0.0  2398.5918  4028.9002   True
     maximin     optimist -2103.611    0.0 -2918.7652 -1288.4568   True
     maximin  utilitarian  1043.155 0.0027   228.0008  1858.3092   True
     maximin         veto  -100.897    1.0  -916.0512   714.2572  False
    optimist  utilitarian  3146.766    0.0  2331.6118  3961.9202   True
    optimist         veto  2002.714    0.0  1187.5598  2817.8682   True
 utilitarian         veto -1144.052 0.0006 -1959.2062  -328.8978   True
-----------------------------------------------------------------------
