     Multiple Comparison of Means - Tukey HSD, FWER=0.05      
==============================================================
   group1       group2    meandiff p-adj  lower  upper  reject
--------------------------------------------------------------
     average     baseline    6.215    0.0  5.081  7.349   True
     average  egalitarian    4.171    0.0  3.037  5.305   True
     average majoritarian    5.539    0.0  4.405  6.673   True
     average      maximin    3.106    0.0  1.972   4.24   True
     average     optimist    3.796    0.0  2.662   4.93   True
     average  utilitarian    8.397    0.0  7.263  9.531   True
     average         veto    2.053    0.0  0.919  3.187   True
    baseline  egalitarian   -2.044    0.0 -3.178  -0.91   True
    baseline majoritarian   -0.676 0.6151  -1.81  0.458  False
    baseline      maximin   -3.109    0.0 -4.243 -1.975   True
    baseline     optimist   -2.419    0.0 -3.553 -1.285   True
    baseline  utilitarian    2.182    0.0  1.048  3.316   True
    baseline         veto   -4.162    0.0 -5.296 -3.028   True
 egalitarian majoritarian    1.368 0.0063  0.234  2.502   True
 egalitarian      maximin   -1.065 0.0839 -2.199  0.069  False
 egalitarian     optimist   -0.375 0.9742 -1.509  0.759  False
 egalitarian  utilitarian    4.226    0.0  3.092   5.36   True
 egalitarian         veto   -2.118    0.0 -3.252 -0.984   True
majoritarian      maximin   -2.433    0.0 -3.567 -1.299   True
majoritarian     optimist   -1.743 0.0001 -2.877 -0.609   True
majoritarian  utilitarian    2.858    0.0  1.724  3.992   True
majoritarian         veto   -3.486    0.0  -4.62 -2.352   True
     maximin     optimist     0.69 0.5893 -0.444  1.824  False
     maximin  utilitarian    5.291    0.0  4.157  6.425   True
     maximin         veto   -1.053 0.0913 -2.187  0.081  False
    optimist  utilitarian    4.601    0.0  3.467  5.735   True
    optimist         veto   -1.743 0.0001 -2.877 -0.609   True
 utilitarian         veto   -6.344    0.0 -7.478  -5.21   True
--------------------------------------------------------------
