       Multiple Comparison of Means - Tukey HSD, FWER=0.05        
==================================================================
   group1       group2    meandiff p-adj   lower    upper   reject
------------------------------------------------------------------
     average     baseline   18.131    0.0  14.8245  21.4375   True
     average  egalitarian   15.019    0.0  11.7125  18.3255   True
     average majoritarian    6.654    0.0   3.3475   9.9605   True
     average      maximin   12.273    0.0   8.9665  15.5795   True
     average     optimist   13.222    0.0   9.9155  16.5285   True
     average  utilitarian   -0.457 0.9999  -3.7635   2.8495  False
     average         veto   16.686    0.0  13.3795  19.9925   True
    baseline  egalitarian   -3.112 0.0825  -6.4185   0.1945  False
    baseline majoritarian  -11.477    0.0 -14.7835  -8.1705   True
    baseline      maximin   -5.858    0.0  -9.1645  -2.5515   True
    baseline     optimist   -4.909 0.0002  -8.2155  -1.6025   True
    baseline  utilitarian  -18.588    0.0 -21.8945 -15.2815   True
    baseline         veto   -1.445 0.8896  -4.7515   1.8615  False
 egalitarian majoritarian   -8.365    0.0 -11.6715  -5.0585   True
 egalitarian      maximin   -2.746 0.1879  -6.0525   0.5605  False
 egalitarian     optimist   -1.797 0.7211  -5.1035   1.5095  False
 egalitarian  utilitarian  -15.476    0.0 -18.7825 -12.1695   True
 egalitarian         veto    1.667 0.7922  -1.6395   4.9735  False
majoritarian      maximin    5.619    0.0   2.3125   8.9255   True
majoritarian     optimist    6.568    0.0   3.2615   9.8745   True
majoritarian  utilitarian   -7.111    0.0 -10.4175  -3.8045   True
majoritarian         veto   10.032    0.0   6.7255  13.3385   True
     maximin     optimist    0.949 0.9886  -2.3575   4.2555  False
     maximin  utilitarian   -12.73    0.0 -16.0365  -9.4235   True
     maximin         veto    4.413 0.0014   1.1065   7.7195   True
    optimist  utilitarian  -13.679    0.0 -16.9855 -10.3725   True
    optimist         veto    3.464 0.0323   0.1575   6.7705   True
 utilitarian         veto   17.143    0.0  13.8365  20.4495   True
------------------------------------------------------------------
