         Multiple Comparison of Means - Tukey HSD, FWER=0.05          
======================================================================
   group1       group2     meandiff p-adj    lower      upper   reject
----------------------------------------------------------------------
     average     baseline  1180.479    0.0   892.4236 1468.5344   True
     average  egalitarian   459.543    0.0   171.4876  747.5984   True
     average majoritarian  524.5503    0.0   236.4949  812.6056   True
     average      maximin 1275.5558    0.0   987.5004 1563.6111   True
     average     optimist  755.3928    0.0   467.3374 1043.4481   True
     average  utilitarian 1501.4743    0.0  1213.4189 1789.5296   True
     average         veto 1182.9745    0.0   894.9191 1471.0299   True
    baseline  egalitarian  -720.936    0.0 -1008.9914 -432.8806   True
    baseline majoritarian -655.9288    0.0  -943.9841 -367.8734   True
    baseline      maximin   95.0768 0.9745  -192.9786  383.1321  False
    baseline     optimist -425.0863 0.0002  -713.1416 -137.0309   True
    baseline  utilitarian  320.9952 0.0168    32.9399  609.0506   True
    baseline         veto    2.4955    1.0  -285.5599  290.5509  False
 egalitarian majoritarian   65.0073 0.9974  -223.0481  353.0626  False
 egalitarian      maximin  816.0128    0.0   527.9574 1104.0681   True
 egalitarian     optimist  295.8497 0.0391     7.7944  583.9051   True
 egalitarian  utilitarian 1041.9312    0.0   753.8759 1329.9866   True
 egalitarian         veto  723.4315    0.0   435.3761 1011.4869   True
majoritarian      maximin  751.0055    0.0   462.9501 1039.0609   True
majoritarian     optimist  230.8425 0.2272   -57.2129  518.8979  False
majoritarian  utilitarian   976.924    0.0   688.8686 1264.9794   True
majoritarian         veto  658.4242    0.0   370.3689  946.4796   True
     maximin     optimist  -520.163    0.0  -808.2184 -232.1076   True
     maximin  utilitarian  225.9185 0.2525   -62.1369  513.9739  False
     maximin         veto  -92.5813 0.9781  -380.6366  195.4741  False
    optimist  utilitarian  746.0815    0.0   458.0261 1034.1369   True
    optimist         veto  427.5818 0.0002   139.5264  715.6371   True
 utilitarian         veto -318.4997 0.0183  -606.5551  -30.4444   True
----------------------------------------------------------------------
