          Multiple Comparison of Means - Tukey HSD, FWER=0.05          
=======================================================================
   group1       group2     meandiff p-adj    lower      upper    reject
-----------------------------------------------------------------------
     average     baseline  4580.116    0.0  4176.3379  4983.8941   True
     average  egalitarian   595.779 0.0002   192.0009   999.5571   True
     average majoritarian  1691.966    0.0  1288.1879  2095.7441   True
     average      maximin  1678.707    0.0  1274.9289  2082.4851   True
     average     optimist  2369.977    0.0  1966.1989  2773.7551   True
     average  utilitarian  3326.987    0.0  2923.2089  3730.7651   True
     average         veto  1643.292    0.0  1239.5139  2047.0701   True
    baseline  egalitarian -3984.337    0.0 -4388.1151 -3580.5589   True
    baseline majoritarian  -2888.15    0.0 -3291.9281 -2484.3719   True
    baseline      maximin -2901.409    0.0 -3305.1871 -2497.6309   True
    baseline     optimist -2210.139    0.0 -2613.9171 -1806.3609   True
    baseline  utilitarian -1253.129    0.0 -1656.9071  -849.3509   True
    baseline         veto -2936.824    0.0 -3340.6021 -2533.0459   True
 egalitarian majoritarian  1096.187    0.0   692.4089  1499.9651   True
 egalitarian      maximin  1082.928    0.0   679.1499  1486.7061   True
 egalitarian     optimist  1774.198    0.0  1370.4199  2177.9761   True
 egalitarian  utilitarian  2731.208    0.0  2327.4299  3134.9861   True
 egalitarian         veto  1047.513    0.0   643.7349  1451.2911   True
majoritarian      maximin   -13.259    1.0  -417.0371   390.5191  False
majoritarian     optimist   678.011    0.0   274.2329  1081.7891   True
majoritarian  utilitarian  1635.021    0.0  1231.2429  2038.7991   True
majoritarian         veto   -48.674    1.0  -452.4521   355.1041  False
     maximin     optimist    691.27    0.0   287.4919  1095.0481   True
     maximin  utilitarian   1648.28    0.0  1244.5019  2052.0581   True
     maximin         veto   -35.415    1.0  -439.1931   368.3631  False
    optimist  utilitarian    957.01    0.0   553.2319  1360.7881   True
    optimist         veto  -726.685    0.0 -1130.4631  -322.9069   True
 utilitarian         veto -1683.695    0.0 -2087.4731 -1279.9169   True
-----------------------------------------------------------------------
