       Multiple Comparison of Means - Tukey HSD, FWER=0.05       
=================================================================
   group1       group2    meandiff p-adj   lower    upper  reject
-----------------------------------------------------------------
     average     baseline  -1.6713 0.9874  -7.3914  4.0489  False
     average  egalitarian   8.3653 0.0003   2.6451 14.0854   True
     average majoritarian  -1.2675 0.9977  -6.9876  4.4526  False
     average      maximin  12.8015    0.0   7.0814 18.5216   True
     average     optimist   10.974    0.0   5.2539 16.6941   True
     average  utilitarian  14.9775    0.0   9.2574 20.6976   True
     average         veto  16.0282    0.0  10.3081 21.7484   True
    baseline  egalitarian  10.0365    0.0   4.3164 15.7566   True
    baseline majoritarian   0.4038    1.0  -5.3164  6.1239  False
    baseline      maximin  14.4728    0.0   8.7526 20.1929   True
    baseline     optimist  12.6453    0.0   6.9251 18.3654   True
    baseline  utilitarian  16.6488    0.0  10.9286 22.3689   True
    baseline         veto  17.6995    0.0  11.9794 23.4196   True
 egalitarian majoritarian  -9.6328    0.0 -15.3529 -3.9126   True
 egalitarian      maximin   4.4363 0.2661  -1.2839 10.1564  False
 egalitarian     optimist   2.6088 0.8656  -3.1114  8.3289  False
 egalitarian  utilitarian   6.6123 0.0108   0.8921 12.3324   True
 egalitarian         veto    7.663 0.0013   1.9429 13.3831   True
majoritarian      maximin   14.069    0.0   8.3489 19.7891   True
majoritarian     optimist  12.2415    0.0   6.5214 17.9616   True
majoritarian  utilitarian   16.245    0.0  10.5249 21.9651   True
majoritarian         veto  17.2957    0.0  11.5756 23.0159   True
     maximin     optimist  -1.8275 0.9788  -7.5476  3.8926  False
     maximin  utilitarian    2.176 0.9448  -3.5441  7.8961  False
     maximin         veto   3.2267 0.6809  -2.4934  8.9469  False
    optimist  utilitarian   4.0035 0.4009  -1.7166  9.7236  False
    optimist         veto   5.0542 0.1292  -0.6659 10.7744  False
 utilitarian         veto   1.0507 0.9993  -4.6694  6.7709  False
-----------------------------------------------------------------
